#(1) SSI website, (2) Hekker et al. 2011, (3) Stello et al. 2013, (4) Yu et al. 2016, (5) Mathur et al. 2016, (6) Gaulme et al. 2013, (7) Gaulme et al. 2014, (8) Chaplin et al. 2014, (9)Beck et al. 2014, (10)Pinsonneault et al. 2014					
#KIC	Vmax	Vmax_err	Dv	Dv_err	ref
9641814	42.65330 	0.29239 	4.82143 	0.00133 	1,9
9641837	820.00000 	23.00000 	47.20000 	1.00000 	8,9
9642131	1.20000 	0.10000 	0.24000 	0.02000 	5
9642202	31.98395 	0.22848 	4.13416 	0.00181 	1,9
9642235	239.70753 	0.27139 	16.29602 	0.00367 	1,4
9642306	152.20000 	0.80000 	12.55000 	0.02000 	4
9642805	159.86382 	0.23503 	12.51165 	0.00182 	1,3,9
9642950	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9643071	34.77433 	0.16417 	4.22282 	0.00150 	1,9
9643159	27.10292 	0.20352 	3.48636 	0.00128 	1,9
9643702	49.50701 	0.23630 	5.69839 	0.00101 	1,5
9643720	30.70000 	0.90000 	4.07000 	0.06000 	4
9643826	19.79552 	0.36384 	3.27966 	0.00580 	1,9
9643914	25.37018 	0.24743 	2.63243 	0.00231 	1,9
9644558	27.14747 	0.29043 	4.32249 	0.00406 	1,9
9644902	85.33476 	0.30985 	8.42399 	0.00126 	1,3,9
9645099	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9645298	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9645361	72.65659 	0.13392 	6.33722 	0.00131 	1,4
9649200	29.75224 	0.33405 	4.06349 	0.00316 	1,9
9649324	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9649447	7.40771 	0.06806 	1.59951 	0.00093 	1
9649610	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9649717	41.02072 	0.28160 	4.69968 	0.00136 	1,9
9649776	5.89326 	0.18968 	1.33297 	0.00563 	1
9649838	122.63260 	0.32504 	10.45939 	0.00246 	1,9
9649935	45.81218 	0.30567 	5.25228 	0.00132 	1,9
9649940	31.02793 	0.18389 	3.93316 	0.00146 	1,3,9
9650046	68.45100 	0.59039 	7.28700 	0.00518 	1,2,9
9650172	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9650310	22.52151 	0.26676 	3.21587 	0.00295 	1,9
9650375	90.97078 	0.30246 	8.54191 	0.00299 	1,4
9650424	-99.90000 	-99.90000 	9.23500 	-99.90000 	3,9
9650527	55.03348 	0.14967 	5.86897 	0.00408 	1,2,9
9650881	34.41037 	0.23068 	4.05832 	0.00128 	1,9
9650969	24.11044 	0.06526 	3.33247 	0.00146 	1,9
9651164	27.68614 	0.16933 	3.73584 	0.00190 	1,4
9651255	64.90000 	0.50000 	6.62000 	0.03000 	4
9651313	56.11340 	0.41621 	5.74468 	0.00219 	1,3,9
9651659	29.04783 	0.22175 	3.95123 	0.00230 	1
9651682	79.58584 	0.25526 	8.11105 	0.00109 	1,4
9651684	74.48383 	0.30614 	7.65172 	0.00132 	1,4
9651690	29.89826 	0.17447 	3.95000 	0.00144 	1,9
9651794	29.73085 	0.26058 	3.81724 	0.00219 	1,9
9652488	28.40000 	1.10000 	3.96000 	0.05000 	4
9652494	40.28471 	0.23706 	4.54495 	0.00143 	1,2,9
9652551	73.65827 	0.37828 	6.83101 	0.00156 	1,9
9652660	29.08249 	0.17761 	4.09234 	0.00237 	1,9
9652676	2.88871 	0.04276 	0.52837 	0.00448 	1,9
9652704	-99.90000 	-99.90000 	14.54500 	-99.90000 	3,9
9652971	24.87323 	0.35332 	2.98637 	0.00145 	1,9
9653870	29.00000 	2.10000 	4.24000 	0.16000 	5
9654298	27.80606 	0.23495 	2.76395 	0.00410 	1
9654430	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9655101	100.08841 	0.80684 	9.30819 	0.01124 	1,9
9655123	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9655167	101.98000 	-99.90000 	8.23000 	-99.90000 	2,9
9655200	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9655361	41.51314 	0.27350 	4.62325 	0.00155 	1,9
9655452	166.36802 	0.71415 	13.52998 	0.00806 	1
9655459	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9655539	32.79440 	0.11324 	3.99416 	0.00282 	1,9
9655559	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9655796	51.15375 	1.08651 	5.81989 	0.00605 	1,9
9655821	31.10000 	0.60000 	4.04000 	0.13000 	4
9656040	31.90081 	0.56662 	4.22307 	0.00432 	1
9656127	-99.90000 	-99.90000 	7.11700 	-99.90000 	3,9
9656523	32.97531 	0.06123 	4.01538 	0.00138 	1,9
9656652	41.20807 	0.04213 	4.46047 	0.00108 	1,3,9
9657020	4.24606 	0.05652 	0.84518 	0.00128 	1
9657171	31.83386 	0.33397 	4.03754 	0.00301 	1,9
9657366	170.64258 	1.22642 	13.60847 	0.00474 	1,9
9657548	3.85840 	0.05832 	0.70565 	0.00519 	1,9
9657639	26.22759 	0.24660 	3.84842 	0.00368 	1,2,9
9657730	29.80000 	0.90000 	4.53000 	0.08000 	4
9657917	-99.90000 	-99.90000 	6.42600 	-99.90000 	3
9658002	34.15105 	0.09134 	4.12259 	0.00092 	1,2,9
9658072	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9658359	27.70000 	1.30000 	4.21000 	0.30000 	5
9658434	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9658793	38.95542 	0.17641 	4.47407 	0.00089 	1,9
9658958	34.03711 	0.06336 	4.13970 	0.00142 	1,9
9659058	42.65502 	0.09264 	5.13622 	0.00087 	1,9
9659141	52.14357 	0.34907 	5.79077 	0.00147 	1,3,9
9662343	43.02638 	0.08022 	4.64808 	0.00151 	1,9
9662344	80.48329 	0.34207 	7.94486 	0.00119 	1,3,9
9662395	46.62530 	0.28028 	4.47065 	0.00112 	1,3,9
9662496	103.72176 	0.72632 	9.38812 	0.00245 	1,9
9662637	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9662723	79.29156 	0.33806 	7.36014 	0.00131 	1,3,9
9662751	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9662768	42.35414 	0.08717 	4.57881 	0.00193 	1,3,9
9663182	46.65324 	0.04527 	4.97449 	0.00098 	1,9
9663228	118.98053 	0.57696 	10.52904 	0.00199 	1,3,9
9663247	-99.90000 	-99.90000 	15.26900 	-99.90000 	3,9
9663257	-99.90000 	-99.90000 	10.36500 	-99.90000 	3,9
9663771	27.60000 	0.70000 	4.20000 	0.11000 	4
9664360	43.62917 	0.25377 	5.06873 	0.00126 	1,9
9664694	722.00000 	27.00000 	41.20000 	1.10000 	8,9
9664946	30.03680 	0.23966 	3.44712 	0.00131 	1,9
9665229	42.72531 	0.27955 	4.94668 	0.00140 	1,9
9665632	20.75706 	0.09299 	2.56022 	0.00339 	1,9
9665637	28.87496 	0.28864 	3.80324 	0.00236 	1
9665867	120.15800 	0.57576 	10.68101 	0.00224 	1,9
9665890	162.69610 	0.32369 	9.57032 	0.00478 	1,3,9
9665985	28.90888 	0.32188 	4.01291 	0.00322 	1,9
9666021	46.80380 	0.32951 	5.36697 	0.00133 	1,9
9666306	47.39808 	0.48271 	4.88765 	0.00245 	1,3,9
9666718	7.16856 	0.07873 	1.25954 	0.00125 	1,2,9
9666943	246.58836 	0.62200 	16.89616 	0.00874 	1,9
9667064	29.11520 	0.11424 	3.56049 	0.00266 	1,9
9667164	46.75794 	0.08087 	5.00940 	0.00172 	1,9
9667668	32.96477 	0.56761 	3.85203 	0.00352 	1,3,9
9667910	84.54487 	0.87150 	8.06065 	0.00384 	1
9667930	66.01928 	0.26934 	6.17666 	0.00127 	1,3,9
9668064	55.73015 	0.28726 	5.52543 	0.00130 	1,3,9
9673317	73.38445 	0.36534 	6.46508 	0.00207 	1
9673491	190.54621 	0.76329 	17.45415 	0.01479 	1,9
9673785	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9674113	30.30000 	-99.90000 	4.07000 	-99.90000 	2,9
9674329	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9674788	194.11123 	1.34040 	16.01943 	0.01447 	1
9691682	185.30000 	4.00000 	12.42000 	0.07000 	4
9691826	13.84869 	0.05483 	1.94967 	0.00107 	1,9
9692063	53.04529 	0.10724 	5.66875 	0.00113 	1,9
9692104	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9692226	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9692431	78.23281 	0.33017 	7.31676 	0.00105 	1,3,9
9692509	26.10000 	0.40000 	3.77000 	0.06000 	4
9692529	60.52961 	0.10521 	6.41919 	0.00082 	1,3,9
9692932	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9692954	55.50752 	0.40361 	5.85510 	0.00159 	1
9693152	29.60000 	1.00000 	3.96000 	0.05000 	4
9693187	1462.00000 	50.00000 	79.70000 	1.10000 	8,9
9693458	27.70000 	1.30000 	4.05000 	0.08000 	4
9693679	234.29501 	1.79677 	20.07863 	0.02825 	1
9696183	239.20000 	7.50000 	17.34000 	0.02000 	4
9696358	1006.00000 	91.00000 	51.90000 	1.50000 	8
9696576	29.59878 	0.06430 	3.61773 	0.00145 	1,9
9696716	23.09689 	0.36553 	3.31783 	0.00252 	1,9
9697074	32.07269 	0.15585 	3.90942 	0.00296 	1,9
9697078	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9697131	1196.00000 	80.00000 	60.20000 	1.20000 	8,9
9697214	34.89801 	0.08615 	4.24024 	0.00193 	1,3,9
9697262	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9697265	184.51253 	0.30965 	11.01028 	0.00365 	1
9697268	134.69681 	0.59705 	12.43147 	0.00327 	1,4
9697552	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9697645	36.21107 	0.12027 	3.94068 	0.00146 	1,9
9697790	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9697999	27.65109 	0.22575 	3.93914 	0.00238 	1,4
9698133	105.84875 	0.31693 	9.31194 	0.00114 	1,3,9
9698139	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9698196	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9699882	148.52653 	0.25202 	12.60880 	0.00225 	1,3,9
9700053	222.96663 	0.73566 	16.64931 	0.00337 	1,9
9700142	90.15038 	0.35176 	8.87161 	0.00132 	1,3,9
9700430	1623.00000 	94.00000 	78.90000 	1.50000 	8,9
9700899	32.39540 	0.06085 	3.94733 	0.00162 	1,9
9701415	4.27190 	0.07103 	0.93122 	0.00237 	1
9701872	12.83067 	0.13549 	2.19098 	0.00134 	1
9701905	25.98144 	0.33982 	3.09653 	0.00277 	1,4
9701922	128.90000 	6.20000 	11.05000 	0.53000 	5
9702024	93.08254 	0.18833 	8.74954 	0.00320 	1,5
9702057	26.50229 	0.20822 	3.52894 	0.00168 	1,9
9702369	1968.00000 	62.00000 	93.60000 	1.40000 	8,9
9702474	29.46870 	0.07593 	4.03394 	0.00160 	1,9
9702609	43.18118 	0.18689 	4.98938 	0.00092 	1,9
9702752	1276.00000 	45.00000 	67.20000 	0.50000 	8,9
9702754	21.35532 	0.24974 	2.90976 	0.00162 	1,9
9702841	37.25847 	0.20404 	4.25367 	0.00146 	1,9
9702885	45.64802 	0.21443 	5.29538 	0.00092 	1,9
9703186	114.10602 	0.58134 	11.88529 	0.00560 	1,4
9703845	218.85217 	0.44974 	14.50379 	0.00577 	1
9704246	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9704258	-99.90000 	-99.90000 	5.00300 	-99.90000 	3
9704325	7.06568 	0.06285 	1.28316 	0.00417 	1
9704676	38.57006 	0.18769 	4.47386 	0.00094 	1,9
9704774	34.04098 	0.21746 	4.08150 	0.00153 	1,2,9
9705156	167.54216 	0.67556 	13.76759 	0.00218 	1
9705228	172.30000 	9.40000 	14.68000 	0.06000 	5
9705408	106.80000 	1.10000 	8.64000 	0.02000 	4
9705542	26.71472 	0.23231 	3.39880 	0.00196 	1,9
9705636	-99.90000 	-99.90000 	4.01400 	-99.90000 	3,2,9
9705687	72.37531 	0.29577 	6.61737 	0.00149 	1,3,2
9705691	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9705759	35.23470 	0.10563 	4.27950 	0.00322 	1,9
9705929	26.91867 	0.19191 	3.63854 	0.00194 	1,9
9706046	51.33498 	0.43422 	5.74629 	0.00173 	1,3,9
9706194	25.46833 	0.15757 	3.30287 	0.00088 	1,2,9
9706209	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9706219	81.11576 	0.35815 	8.00357 	0.00137 	1,9
9706585	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9706819	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9706871	106.67071 	0.19088 	6.84203 	0.00212 	1,3,9
9706956	157.46948 	0.99426 	13.68729 	0.00460 	1,4
9707138	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9710305	146.86664 	0.55975 	13.35456 	0.00213 	1,4
9710321	49.04116 	0.36806 	5.72991 	0.00156 	1,3,9
9710472	25.81810 	0.23990 	2.93430 	0.00074 	1
9710490	118.70000 	0.80000 	10.14000 	0.03000 	4
9710562	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9710979	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9711075	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9711231	45.19907 	0.18379 	5.15885 	0.00083 	1,3,2,9
9711269	61.35328 	0.23254 	6.42715 	0.00094 	1,9
9711308	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9711349	14.55798 	0.11925 	2.16585 	0.00092 	1,2,9
9711492	49.09269 	0.23457 	5.06342 	0.00129 	1,3,2,9
9711510	52.40960 	0.08313 	5.08501 	0.00145 	1,3,2,9
9711988	35.90536 	0.26484 	4.02895 	0.00161 	1,3,9
9712075	12.41922 	0.21674 	1.93239 	0.00230 	1
9712200	46.31197 	0.19901 	5.40271 	0.00101 	1,9
9712445	-99.90000 	-99.90000 	14.19900 	-99.90000 	3,9
9712510	32.49639 	0.16005 	3.77101 	0.00089 	1,9
9712670	32.30000 	2.00000 	4.45000 	0.13000 	5
9712824	-99.90000 	-99.90000 	12.00100 	-99.90000 	3,9
9712888	32.76429 	0.08202 	3.99063 	0.00168 	1,9
9713043	98.80703 	0.24842 	9.26226 	0.00167 	1,3,9
9713083	39.99972 	0.22885 	4.49015 	0.00146 	1,9
9713355	168.92151 	0.68403 	14.22506 	0.00490 	1,4
9713617	-99.90000 	-99.90000 	12.46300 	-99.90000 	3,9
9714055	86.87956 	0.35835 	6.27470 	0.00158 	1,3,9
9714063	41.92113 	0.05542 	4.53414 	0.00141 	1,3,9
9714204	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9714342	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9714684	32.68554 	0.12967 	3.98139 	0.00283 	1,9
9715090	24.55137 	0.17328 	3.48821 	0.00112 	1,9
9715099	NaN	NaN	40.70000 	0.70000 	8,9
9715134	7.23847 	0.22494 	1.36577 	0.00323 	1
9715330	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9716081	26.55629 	0.06265 	3.65294 	0.00210 	1,9
9716430	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9716506	41.59904 	0.09402 	4.50087 	0.00154 	1,9
9716522	52.39363 	0.23714 	4.83713 	0.00110 	1,9
9716525	-99.90000 	-99.90000 	6.35900 	-99.90000 	3,9
9716526	65.90000 	4.20000 	6.32000 	0.13000 	5
9716803	37.34762 	0.49796 	4.64892 	0.00255 	1
9716866	30.88049 	0.05447 	3.76909 	0.00091 	1,2,9
9716877	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9716994	30.44636 	0.10674 	3.33298 	0.00221 	1,9
9717040	29.42825 	0.51352 	3.85526 	0.00347 	1,9
9717117	28.41598 	0.43010 	2.99835 	0.00353 	1,4
9717214	34.21525 	0.24953 	3.99798 	0.00123 	1,9
9717225	34.32971 	0.95761 	4.00038 	0.00519 	1
9717547	9.63665 	0.20281 	1.64984 	0.00263 	1,9
9717671	6.32904 	0.07486 	1.15551 	0.00172 	1,9
9718024	32.84163 	0.25630 	4.12817 	0.00220 	1,9
9718200	63.63742 	0.48239 	6.60598 	0.00201 	1,9
9718692	30.23457 	0.19429 	3.76300 	0.00169 	1,9
9718764	28.51533 	0.27290 	3.98757 	0.00280 	1,9
9718929	85.22225 	0.56350 	7.13710 	0.00182 	1
9719012	208.68690 	0.31430 	15.02677 	0.00263 	1,4
9719144	23.70431 	0.29062 	3.56334 	0.00400 	1,9
9719184	101.90754 	0.54109 	9.33774 	0.00206 	1,4
9719198	31.80284 	0.18568 	4.09460 	0.00157 	1,9
9719858	45.87473 	0.25621 	4.48070 	0.00202 	1,3,9
9723501	33.28524 	0.31587 	3.98284 	0.00220 	1,9
9723621	64.54684 	0.53052 	6.51438 	0.00246 	1,9
9724023	91.20903 	0.69052 	8.47427 	0.00281 	1,9
9724029	36.48735 	0.08187 	4.40517 	0.00142 	1,9
9724075	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9724324	39.70000 	-99.90000 	4.17000 	-99.90000 	2,9
9724424	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9724451	-99.90000 	-99.90000 	12.94100 	-99.90000 	3,9
9724859	31.18087 	0.20878 	3.59188 	0.00111 	1,9
9724882	34.94194 	0.16630 	4.79430 	0.00386 	1,9
9725292	63.37077 	0.53783 	5.85296 	0.00192 	1,9
9725610	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9725624	46.21223 	0.76259 	3.91548 	0.00392 	1
9726045	3.30000 	-99.90000 	0.67000 	-99.90000 	2
9726388	30.42721 	0.26333 	3.90959 	0.00203 	1,9
9726536	226.80000 	1.60000 	16.90000 	0.04000 	4
9726669	80.72673 	0.66480 	7.87393 	0.00255 	1,3,9
9726814	44.84451 	0.23424 	4.67232 	0.00096 	1,9
9726823	39.64905 	0.23510 	4.50225 	0.00168 	1,3,9
9726854	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9726997	-99.90000 	-99.90000 	8.90300 	-99.90000 	3,9
9727230	199.09761 	0.89004 	13.75370 	0.00691 	1,9
9727261	35.32048 	0.30070 	4.44608 	0.00142 	1,9
9727284	54.91337 	0.31324 	5.31465 	0.00235 	1,9
9727392	37.43942 	0.27720 	4.39595 	0.00184 	1,9
9727451	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9727675	64.06260 	0.31305 	6.04829 	0.00150 	1,3,9
9728284	45.74368 	0.07714 	4.92701 	0.00118 	1,9
9728634	38.73371 	0.38817 	4.42810 	0.00307 	1,9
9728645	41.81566 	0.36974 	4.40680 	0.00208 	1,9
9728765	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9728845	27.47922 	0.27196 	3.10363 	0.00175 	1,2,9
9752290	16.73714 	0.35762 	2.41559 	0.00232 	1,9
9752341	27.22569 	0.12510 	3.77159 	0.00312 	1,9
9753097	-99.90000 	-99.90000 	6.98400 	-99.90000 	3,9
9753178	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9753517	187.75119 	0.77556 	15.84283 	0.00482 	1,4
9753810	28.45633 	0.26794 	4.15135 	0.00290 	1,9
9754133	129.72193 	0.42447 	11.56537 	0.00142 	1,3,9
9754168	13.77916 	0.19509 	2.13238 	0.00199 	1
9754284	1496.00000 	90.00000 	73.80000 	1.50000 	8,9
9754882	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9755001	193.54917 	0.79077 	15.91725 	0.00306 	1,4
9755122	27.90000 	1.90000 	NaN	NaN	5
9755234	154.70000 	13.20000 	13.68000 	1.91000 	5
9757624	122.31014 	0.73539 	10.91208 	0.00451 	1
9757640	1142.00000 	86.00000 	61.70000 	1.00000 	8,9
9757679	31.79268 	0.08301 	3.87650 	0.00181 	1,9
9757998	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9758145	31.76850 	0.17236 	3.87366 	0.00393 	1,9
9758193	-99.90000 	-99.90000 	7.31400 	-99.90000 	3,9
9758246	20.95292 	0.14346 	2.84027 	0.00099 	1,9
9758850	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9760514	-99.90000 	-99.90000 	14.74800 	-99.90000 	3,9
9760732	27.10000 	0.60000 	4.03000 	0.05000 	4
9760904	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9761128	209.22609 	0.65061 	14.07188 	0.01044 	1,4
9761215	15.78039 	0.15116 	2.55442 	0.00298 	1,9
9761597	55.65586 	0.21856 	5.80837 	0.00087 	1,3,2,9
9761605	28.12380 	0.21634 	4.15098 	0.00274 	1,4
9761625	9.10000 	-99.90000 	1.25000 	-99.90000 	2,9
9761692	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9761944	NaN	NaN	22.11000 	0.05000 	4
9762408	42.07158 	0.18205 	4.81657 	0.00077 	1,9
9762594	32.46313 	0.40927 	4.16835 	0.00346 	1,9
9762752	33.07667 	0.18755 	3.83218 	0.00100 	1,9
9762786	1044.00000 	36.00000 	56.90000 	3.60000 	8,9
9762943	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9763021	101.24917 	0.73962 	9.06281 	0.01261 	1,9
9763240	219.60000 	1.30000 	16.29000 	0.02000 	4
9763403	31.54939 	0.19250 	4.03380 	0.00146 	1
9763419	32.08664 	0.25288 	4.05702 	0.00180 	1,9
9763443	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9763445	106.50212 	0.47653 	10.94495 	0.00434 	1,4
9763564	6.91034 	0.17028 	1.19198 	0.00369 	1
9763796	136.03404 	0.42596 	12.35994 	0.00166 	1,3,9
9764684	29.44284 	0.30879 	3.83734 	0.00249 	1,9
9764708	30.94849 	0.04900 	3.38626 	0.00111 	1,9
9764758	51.51162 	0.19375 	5.37869 	0.00078 	1,3,9
9764760	137.43217 	0.73558 	9.88062 	0.00474 	1,4
9765607	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9765664	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9765803	61.61347 	0.25811 	6.44918 	0.00105 	1,9
9765882	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9766158	38.10585 	0.33337 	4.47909 	0.00150 	1,9
9766390	29.44755 	0.35423 	3.91725 	0.00368 	1,9
9766403	52.49961 	0.19089 	5.87086 	0.00082 	1,3,9
9766481	17.93243 	0.20578 	2.61859 	0.00157 	1,9
9766517	46.56053 	0.05263 	5.01054 	0.00088 	1,9
9766639	32.97412 	0.25021 	4.51645 	0.00559 	1,3,9
9766906	24.91315 	0.23660 	3.40773 	0.00203 	1,9
9767051	20.83698 	0.13407 	2.79519 	0.00090 	1,2,9
9767322	22.84176 	0.19685 	3.35847 	0.00195 	1,9
9767332	103.33394 	0.36841 	8.57103 	0.00128 	1,3,9
9767815	77.43594 	0.07563 	8.09077 	0.00115 	1,3,2,9
9767966	30.07175 	0.31969 	3.85078 	0.00269 	1,9
9768011	918.00000 	48.00000 	57.00000 	3.20000 	8,9
9768134	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9771031	53.45266 	0.23691 	5.62028 	0.00093 	1,3,9
9771209	-99.90000 	-99.90000 	6.52700 	-99.90000 	3
9771404	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9771905	12.15000 	-99.90000 	1.78000 	-99.90000 	2
9772056	30.84571 	0.19551 	3.96358 	0.00159 	1,9
9772143	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9772156	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9772366	71.98973 	0.04007 	6.83037 	0.00089 	1,3,9
9772371	27.13790 	0.43659 	3.26611 	0.00256 	1,9
9772519	41.64000 	0.27396 	4.66027 	0.00127 	1,9
9772754	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9772898	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9773214	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9773266	33.06991 	0.19772 	4.17208 	0.00169 	1,3,9
9773335	-99.90000 	-99.90000 	8.30200 	-99.90000 	3,9
9773489	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9773666	28.44213 	0.24902 	3.83908 	0.00247 	1,9
9773741	24.83459 	0.29077 	3.22117 	0.00214 	1,9
9773909	36.51239 	0.20637 	4.28195 	0.00131 	1,9
9773922	56.31777 	0.07675 	5.99796 	0.00089 	1,3,9
9773979	30.84102 	0.23368 	3.88543 	0.00211 	1,9
9774070	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9774312	34.93951 	0.06549 	4.20529 	0.00146 	1,9
9774417	28.52048 	0.57539 	3.59763 	0.00414 	1,9
9774549	93.02364 	0.46619 	7.90217 	0.00200 	1
9775132	170.00000 	0.80000 	14.41000 	0.39000 	4
9775185	17.73180 	0.35020 	2.95476 	0.00176 	1
9775232	11.96017 	0.09347 	1.86051 	0.00100 	1,9
9775302	148.92366 	0.43326 	11.67643 	0.00339 	1,4
9775446	7.99402 	0.20555 	1.39495 	0.00280 	1,9
9775516	40.41090 	0.21114 	4.54075 	0.00142 	1,9
9775566	28.45898 	0.07886 	3.92878 	0.00204 	1,9
9775591	15.67571 	0.19374 	1.94303 	0.00207 	1
9775686	44.55880 	0.67253 	5.22472 	0.00342 	1
9775811	14.80945 	0.18478 	2.24094 	0.00164 	1
9775927	101.89370 	0.40773 	8.45579 	0.00130 	1,9
9775952	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9776371	14.01731 	0.18406 	2.15113 	0.00155 	1
9776453	44.33683 	0.85153 	5.17693 	0.00332 	1
9776466	18.26721 	0.21239 	2.43530 	0.00151 	1,9
9776559	30.90000 	1.40000 	4.13000 	0.10000 	4
9776604	26.01998 	0.26654 	3.47473 	0.00152 	1
9776660	27.46113 	0.11143 	3.36417 	0.00147 	1,9
9776739	92.14582 	0.47442 	7.59470 	0.00147 	1
9776795	28.98531 	0.45227 	3.76600 	0.00379 	1,9
9777088	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777108	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777198	34.41997 	0.33231 	4.10086 	0.00268 	1,9
9777293	-99.90000 	-99.90000 	15.06400 	-99.90000 	3,9
9777355	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777479	186.82313 	0.44797 	12.62060 	0.00425 	1,3,9
9777533	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777536	44.16789 	0.22974 	4.69560 	0.00138 	1,3,2,9
9777556	31.07905 	0.72670 	4.15414 	0.00550 	1,9
9777688	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777855	47.66784 	0.86354 	5.33389 	0.00770 	1,9
9777864	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9777885	34.36198 	0.20302 	3.98296 	0.00129 	1,9
9777902	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
9778067	890.00000 	46.00000 	50.00000 	1.70000 	8,9
9778176	30.96287 	0.50631 	4.01862 	0.00473 	1,5
9778288	55.09649 	0.28224 	5.15053 	0.00107 	1,2,9
9778638	76.77954 	0.06733 	6.67678 	0.00136 	1,3,9
9778826	8.61065 	0.20812 	1.43348 	0.00270 	1
9778887	76.33609 	0.23633 	7.80704 	0.00095 	1,3,9
9779084	4.33725 	0.13461 	0.97975 	0.00446 	1
9779238	26.67679 	0.10222 	3.69801 	0.00305 	1
9779249	105.34145 	1.08058 	10.28752 	0.00466 	1,5
9779963	31.64825 	0.16964 	3.59680 	0.00087 	1,9
9780154	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
